epoch,train_loss,val_loss,train_acc,val_acc,val_f1,val_precision,val_recall
1,0.21123859222915745,0.1868752150824038,92.46323529411765,92.7536231884058,0.9246720807181725,0.9336851683187839,0.921781045751634
2,0.07301008025724284,0.1771258219284014,97.50525210084034,94.96567505720824,0.9457990735941894,0.9530774728217561,0.9462291212781409
3,0.05762509955712842,0.09614810808462364,98.17927170868347,97.10144927536231,0.9694033885557328,0.9726065030340265,0.9683333333333333
4,0.03848020532752155,0.18909659960858025,98.67822128851542,94.81311975591152,0.9454884119828401,0.9513893143960209,0.9439052287581698
5,0.03272408318245413,0.0715036807909999,98.96708683473389,97.7116704805492,0.975830081006168,0.9772060415494728,0.9753758169934641
6,0.029785421433219758,0.06655039388751015,98.98459383753502,98.4744469870328,0.9838764281151406,0.9839279132525001,0.9839288307915759
7,0.03225013989776162,0.06642062095630624,98.99334733893558,98.16933638443935,0.9803862643547672,0.9809793135381308,0.9802650689905592
8,0.022051183460663457,0.09938804805971228,99.35224089635855,97.63539282990084,0.9746055701164593,0.9755770120662859,0.9746151053013798
9,0.027479694933739442,0.05707664041291559,99.15091036414566,99.08466819221968,0.9900980392156862,0.9900980392156862,0.9900980392156862
10,0.02272780821683128,0.0642404600044623,99.38725490196079,97.78794813119755,0.9768925675084733,0.9779614752389303,0.9760294117647059
11,0.03818393112882562,0.05324207048716943,98.86204481792717,98.93211289092297,0.9885659701460898,0.9888688235208698,0.9883823529411765
12,0.00721639558726741,0.04634775004153819,99.77240896358543,98.77955758962625,0.986956871474574,0.9871755021504143,0.9868137254901961
13,0.007462431098593654,0.04876276359868271,99.79866946778712,99.08466819221968,0.990171822515401,0.9903432579147665,0.9900490196078431
14,0.002236174701060574,0.07599029319563426,99.93872549019608,98.32189168573609,0.9819625363069973,0.9823262279384563,0.9819480755265069
15,0.03018028180205253,0.04495037604387684,99.06337535014006,99.08466819221968,0.9901778721305363,0.9902700255447511,0.9901307189542483
16,0.022540255944946155,0.052727425211453856,99.18592436974791,98.77955758962625,0.9867640433936713,0.9870766562804429,0.9867156862745098
17,0.02457011984803276,0.08368323983006853,99.28221288515407,97.17772692601068,0.9703000825724994,0.9725099065853646,0.9696732026143791
18,0.008430212041968758,0.03869646959171915,99.781162464986,99.16094584286805,0.9910395918721919,0.9912040275089999,0.9908986928104575
19,0.007764242410468862,0.042681019069564674,99.74614845938376,99.16094584286805,0.9909351582475493,0.9910438222422704,0.9908823529411763
20,0.0020312444335473774,0.048355827892753105,99.9562324929972,99.08466819221968,0.9900828607223956,0.9901932402954773,0.9900490196078431
