epoch,train_loss,val_loss,train_acc,val_acc,val_f1,val_precision,val_recall
1,0.24161288812652187,0.13166055377152544,91.50035014005601,94.88939740655988,0.945757040203496,0.9480678171776503,0.946813725490196
2,0.09063730083004225,0.16281305599166931,97.08508403361344,95.04195270785661,0.9472842452213044,0.9520698399488987,0.9478976034858388
3,0.06689952181506098,0.13219877348766626,97.71533613445378,96.26239511823036,0.9593071826477239,0.9612882577990269,0.9596641249092229
4,0.04626625767502678,0.057162995676906844,98.47689075630252,98.55072463768117,0.984367813685591,0.9845388743659729,0.984264705882353
5,0.038597428908862474,0.05048397937429311,98.80952380952381,98.62700228832952,0.985329016426724,0.9853303358740619,0.9853304284676835
6,0.03322006847260387,0.05850663089823731,98.94082633053222,98.62700228832952,0.9855245804274876,0.9860711257410525,0.9851960784313725
7,0.036435344122843924,0.0688473276521541,98.82703081232494,97.94050343249427,0.9784837127144353,0.97913941178119,0.9779284676833697
8,0.03648798221926706,0.048831788792130085,98.82703081232494,98.39816933638444,0.9829481496532045,0.9834886309612052,0.9827287581699347
9,0.0169589410361572,0.059115031160528325,99.48354341736695,98.4744469870328,0.9840799824288565,0.9846042108277072,0.9836310820624545
10,0.023230269722476164,0.04715325779517759,99.20343137254902,98.4744469870328,0.983493202557081,0.983674654314584,0.9834150326797386
11,0.023843998723582355,0.06512610649390742,99.18592436974791,98.39816933638444,0.9828670011390218,0.9832912138531068,0.9825980392156863
12,0.014269795413233382,0.08056954877794141,99.5360644257703,98.01678108314263,0.9789099116615574,0.980187355989034,0.9783986928104575
13,0.023856303872584125,0.06355928013882232,99.2734593837535,98.8558352402746,0.9877124130473962,0.9876125803369811,0.9878304284676832
14,0.0057603694782627415,0.048620073997249054,99.85994397759103,99.2372234935164,0.991735112117911,0.9918055478364035,0.9916993464052288
15,0.002072201928835367,0.05220651973789844,99.98249299719888,99.2372234935164,0.991735112117911,0.9918055478364035,0.9916993464052288
16,0.001220760242041743,0.052105784986130256,99.99124649859944,99.08466819221968,0.990071809923321,0.9901780750994604,0.9900326797385621
17,0.0010315952741501266,0.05001979348741947,99.98249299719888,99.16094584286805,0.9909101704570292,0.9909566117417955,0.9908823529411765
18,0.0012814570654525452,0.04920829110631075,99.97373949579831,99.08466819221968,0.9900838571568638,0.9901130916063804,0.9900653594771243
19,0.0010581326223014728,0.05444314735487063,99.97373949579831,99.2372234935164,0.991735112117911,0.9918055478364035,0.9916993464052288
20,0.0008467391690632497,0.051222187729974125,99.99124649859944,99.2372234935164,0.991735112117911,0.9918055478364035,0.9916993464052288
